nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Volymiml,PrisPerLiter,Saljstart,Utgått,Varugrupp,Typ,Stil,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,SortimentText,Ekologisk,Etiskt,Koscher,RavarorBeskrivning,Pant,EtisktEtikett
7654801,878239,76548,Kiss Of Fire,Junmai Daiginjo,489.00,750.00,652.00,2014-08-01,0,Sake,,,Flaska,,,Japan,Flying Brewery,Flying Brewery AB,,,16.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7835901,878248,78359,Petite Cuvée Madame,,89.00,750.00,118.67,2014-08-01,0,Rosévin,Friskt & Bärigt,,Flaska,Skruvkapsyl,Provence,Frankrike,Contemporary Wines AB,Contemporary wines Sweden AB,2017,,13.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
7836001,878252,78360,Perfect Day,Pinot Grigio,79.00,750.00,105.33,2014-08-01,0,Vitt vin,,,Flaska,Skruvkapsyl,Friuli-Venezia-Giulia,Italien,Viticoltori Friulani la Delizia,Contemporary wines Sweden AB,2016,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8030001,8783,80300,Torres 10,Imperial Brandy,279.00,700.00,398.57,1995-12-01,0,Armagnac och Brandy,Brandy,,Flaska,,,Spanien,Miguel Torres,The Wine and Spirits Collective Sweden AB,,,38.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
197201,878392,1972,Nygårda Julmust,Lagrad på Bourbonfat,32.00,750.00,42.67,2018-10-30,0,Alkoholfritt,Övrigt,,Flaska,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,0.30%,TSS,Säsongsdrycker,0,0,0,NA,NA,NA
7836608,878401,78366,Barone Montalto,Nero d´Avola Merlot,219.00,3000.00,73.00,2014-08-01,0,Rött vin,Fruktigt & Smakrikt,,Box,Tappkran knapp,Sicilien,Italien,Rewine,Rewine AB,,,14.00%,BS,Övrigt sortiment,0,0,0,Primitivo.,NA,NA
196703,878404,1967,Mikkeller,Drink'in The Snow,19.90,330.00,60.30,2018-11-01,0,Alkoholfritt,Öl,,Flaska,,,Internationellt märke,Mikkeller,Brill & Co AB,,,0.30%,TSS,Säsongsdrycker,0,0,0,NA,NA,NA
8905603,878407,89056,Kona,Big Wave,22.00,355.00,61.97,2014-08-01,0,Öl,Ale brittisk-amerikansk stil,Golden/Blond ale,Flaska,,,USA,Kona Brewing Co,Brewery International Sweden AB,,,4.40%,FS,Ordinarie sortiment,0,0,0,Kornmalt och humle.,NA,NA
7743001,878410,77430,Valfonda,Spumante Extra Dry,106.00,750.00,141.33,2014-08-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Venetien,Italien,Cantina di Gambellara,Varbergs Vingrossist AB,,,11.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
196801,878413,1968,Blossa,Alkoholfri Glögg,33.00,750.00,44.00,2015-11-02,0,Alkoholfritt,Glögg,,Flaska,Skruvkapsyl,,Internationellt märke,Altia,Altia Sweden AB,2014,,0.50%,TSS,Säsongsdrycker,0,0,0,NA,NA,NA
8906803,878419,89068,Lervig,Konrads Stout,30.60,330.00,92.73,2014-08-01,0,Öl,Porter och stout,Imperial porter och stout,Flaska,,,Norge,Lervig Aktiebryggeri,Brewery International Sweden AB,,,10.40%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
52802,8785,528,Lord Calvert,,125.00,350.00,357.14,1995-10-01,0,Whisky,Blended whisky,,Flaska,,,Kanada,Altia,Altia Sweden AB,,,40.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
8971703,878504,89717,Imperial,Vanilla Coffee Porter,35.30,330.00,106.97,2014-08-01,0,Öl,Porter och stout,Imperial porter och stout,Flaska,,,Danmark,Ugly Duck Brewing Company,Brewery International Sweden AB,,,10.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
191701,878728,1917,God Jul Glögg,Röd,27.00,750.00,36.00,2016-11-01,0,Alkoholfritt,Glögg,,Flaska,Skruvkapsyl,,Sverige,Saturnus,Saturnus,,,0.30%,TSS,Säsongsdrycker,0,0,0,NA,NA,NA
190801,878767,1908,God Jul Glögg,Vit,25.00,750.00,33.33,2015-11-02,0,Alkoholfritt,Glögg,,Flaska,Skruvkapsyl,,Sverige,Saturnus,Saturnus,,,0.20%,TSS,Säsongsdrycker,0,0,0,NA,NA,NA
658108,878984,6581,Cameleon,Selection Malbec,239.00,3000.00,79.67,2014-12-01,0,Rött vin,Fruktigt & Smakrikt,,Box,Vingtapp,Cuyo,Argentina,Domaine Bousquet,Vinia Sweden AB,2017,,13.00%,BS,Övrigt sortiment,1,0,0,Malbec.,NA,NA
3000401,878990,30004,Grannen Ale,,42.90,500.00,85.80,2014-09-01,0,Öl,Ale brittisk-amerikansk stil,Golden/Blond ale,Flaska,,Västra Götalands län,Sverige,Qvänum Mat & Malt AB,Qvänum Mat & Malt AB,,,5.50%,TSLS,Lokalt och småskaligt,1,0,0,Kornmalt och humle.,NA,NA
3000602,878997,30006,Höst,Mjöd,119.00,375.00,317.33,2014-09-01,0,Mjöd,,,Flaska,,Stockholms län,Sverige,Mjödhamnen AB,Mjödhamnen AB,2013,,14.50%,BS,Övrigt sortiment,0,0,0,Honung.,NA,NA
3000902,879034,30009,Sommarström,Ingefära,240.00,500.00,480.00,2014-09-01,0,Akvavit och Kryddat brännvin,Akvavit,,Flaska,,Södermanlands län,Sverige,Malmköpings Nya Spritbolag AB,Viness AB,,,38.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
3001002,879050,30010,Sommarström,Chili,240.00,500.00,480.00,2014-09-01,0,Akvavit och Kryddat brännvin,Akvavit,,Flaska,,Södermanlands län,Sverige,Malmköpings Nya Spritbolag AB,Viness AB,,,38.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
3001201,879097,30012,Virtuous Vodka,Bitter Lemon,329.00,700.00,470.00,2014-09-01,0,Smaksatt sprit,Smaksatt vodka,,Flaska,,Stockholms län,Sverige,Virtuous Spirits AB,Arcus Sweden AB,,,40.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
8586202,879120,85862,Lakri,Lakrits och HallonVodka,212.00,500.00,424.00,2014-08-01,0,Smaksatt sprit,Smaksatt vodka,,Flaska,,,Tjeckien,Lakri,Hemberga Dryckesgrossisten AB,,,30.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3001301,879131,30013,Virtuous Vodka,Ginger,329.00,700.00,470.00,2014-09-01,0,Smaksatt sprit,Smaksatt vodka,,Flaska,,Stockholms län,Sverige,Virtuous Spirits AB,Arcus Sweden AB,,,40.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
3001402,879210,30014,Wolf Absinthe,,499.00,500.00,998.00,2014-09-01,0,Anissprit,Absint,,Flaska,,Örebro län,Sverige,Valkyria Distillery,Valkyria Distillery AB,,,66.60%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3001502,879246,30015,Tre Små Gummor,,260.00,500.00,520.00,2014-09-01,0,Akvavit och Kryddat brännvin,Kryddat brännvin,,Flaska,,Örebro län,Sverige,Bergslagens Destilleri Örebro AB,Bergslagens Destilleri Örebro AB,,,38.00%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
3001602,879290,30016,Slottsskogens Fläder,,299.00,500.00,598.00,2014-09-01,0,Akvavit och Kryddat brännvin,Kryddat brännvin,,Flaska,,Västra Götalands län,Sverige,AB Svenska Sprit TBH,AB Svenska Sprit TBH,,,38.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9214601,879309,92146,Château Rocheyron,,901.00,750.00,1201.33,2015-02-20,0,Rött vin,,,Flaska,Natur,Bordeaux,Frankrike,NA,Arvid Nordquist Vin och Sprithandel,2012,,13.00%,TSE,Små partier,0,0,0,70% merlot och 30% cabernet franc.,NA,NA
3001901,879315,30019,Good ol' Sailor,Gin,189.00,700.00,270.00,2014-09-01,0,Gin och Genever,Gin,,PET-flaska,,,Internationellt märke,Galatea Spirits AB,Galatea AB,,,37.50%,BS,Övrigt sortiment,1,0,0,NA,1.00,NA
1235706,879324,12357,Brunello di Montalcino,Col d'Orcia,619.00,1500.00,412.67,2014-08-01,0,Rött vin,Kryddigt & Mustigt,,Magnum,Natur,Toscana,Italien,Col d'Orcia,Carovin AB,2012,,14.50%,FS,Ordinarie sortiment,0,0,0,Brunello (sangiovese grosso).,NA,NA
8654301,879464,86543,Normandin Mercier,Petite Champagne VSOP,682.00,700.00,974.29,2014-08-01,0,Cognac,,,Flaska,,Cognac,Frankrike,Normandin-Mercier,Jakobsson och Söderström AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8680301,879474,86803,Normandin Mercier,Grande Champagne XO,1340.00,700.00,1914.29,2014-08-01,0,Cognac,,,Flaska,,Cognac,Frankrike,Normandin-Mercier,Jakobsson och Söderström AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7076501,879935,70765,JP Chenet,ICE Sparkling,74.00,750.00,98.67,2014-09-01,0,Mousserande vin,Vitt Halvtorrt,,Flaska,Natur,,Frankrike,Les Grands Chais de France,Stellan Kramer AB,,,10.50%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
7668001,879938,76680,Ruby Zin,Laila Bagge,99.00,750.00,132.00,2014-09-01,0,Rött vin,Mjukt & Bärigt,,Flaska,Skruvkapsyl,Kalifornien,USA,Arcus Wine Brands,Vinunic AB,,,13.00%,FS,Ordinarie sortiment,0,0,0,Ruby cabernet och zinfandel.,NA,NA
7063101,879941,70631,Chablis Le Finage,La Chablisienne,155.00,750.00,206.67,2014-09-01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,Bourgogne,Frankrike,La Chablisienne,Vinunic AB,2017,,12.50%,FS,Ordinarie sortiment,0,0,0,Chardonnay.,NA,NA
7064501,879947,70645,Mega Zin,Zinfandel,101.00,750.00,134.67,2014-09-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,,Kalifornien,USA,Oenoforos AB,Oenoforos AB,2015,,14.00%,BS,Övrigt sortiment,0,0,0,Zinfandel.,NA,NA
8712301,880855,87123,Normandin Mercier,Vielle Fine Champagne,889.00,700.00,1270.00,2014-08-01,0,Cognac,,,Flaska,,Cognac,Frankrike,Normandin-Mercier,Jakobsson och Söderström AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9017801,881566,90178,Hill of Grace,Henschke,4952.00,750.00,6602.67,2014-12-04,0,Rött vin,,,Flaska,Natur,South Australia,Australien,Henschke,Vinunic AB,2008,,14.50%,TSE,Små partier,0,0,0,NA,NA,NA
7088601,881907,70886,Les Cardounettes,Pays d Óc,79.00,750.00,105.33,2014-09-01,0,Vitt vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Foncalieu,Arvid Nordquist Vin och Sprithandel,2016,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7096701,881910,70967,Les Cardounettes,Pays d Òc,79.00,750.00,105.33,2014-09-01,0,Rött vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Foncalieu,Arvid Nordquist Vin och Sprithandel,2016,,13.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7837801,882404,78378,Bio Bio Bio Vino,Chardonnay Organic,75.00,750.00,100.00,2014-09-01,0,Vitt vin,,,Flaska,Skruvkapsyl,,Italien,Ciello e Terra S.p.A,janake wine group AB,2014,,12.00%,BS,Övrigt sortiment,1,0,0,Chardonnay.,NA,NA
7837901,882407,78379,Bio Bio Bio Vino,Merlot Organic,75.00,750.00,100.00,2014-09-01,0,Rött vin,,,Flaska,,,Italien,Ciello e Terra S.p.A,janake wine group AB,2013,,12.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7838001,882410,78380,Allesverloren,Três Vermelhos,169.00,750.00,225.33,2014-09-01,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,Allesverloren Wine Estate,janake wine group AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7424401,882434,74244,Kyrie,,619.00,750.00,825.33,2014-09-01,0,Vitt vin,,,Flaska,,Priorat,Spanien,Costers del Siruana,Risotto Fine Foods & Wine,2008,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7405801,882513,74058,Hofer,Grüner Veltliner,123.00,1000.00,123.00,2014-08-06,0,Vitt vin,,,Flaska,,Weinland Österreich,Österrike,Weingut H. & M. Hofer,Herdenstam Vinhandel,2015,,12.50%,BS,Övrigt sortiment,1,0,0,Grüner veltliner.,NA,NA
8907703,882523,89077,Samuel Adams,Cream Stout,22.90,355.00,64.51,2014-09-01,0,Öl,Porter och stout,Söt porter och stout,Flaska,,,USA,Boston Beer Company,Galatea AB,,,4.90%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8908603,882546,89086,Samuel Adams,Rebel IPA,23.90,355.00,67.32,2014-09-01,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,,USA,Boston Beer Company,Galatea AB,,,6.50%,BS,Övrigt sortiment,0,0,0,"Kornmalt, saamt humle av sorterna cascade, simcoe, centennial, chinook och amarillo.",NA,NA
8985601,882638,89856,Hofbräu,München Weisse,22.90,500.00,45.80,2014-09-01,0,Öl,Veteöl,Hefeweizen,Flaska,,,Tyskland,Staatliches Hofbräuhaus in München,Galatea AB,,,5.10%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8742301,882784,87423,Liquori Mirtilli,,236.00,700.00,337.14,2014-09-01,0,Likör,Bärlikör,,Flaska,,,Italien,Gagliano Mercat,Risotto Fine Foods & Wine,,,25.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8704201,883007,87042,Liquore Fragoline di Bosco,,258.00,700.00,368.57,2014-09-01,0,Likör,Bärlikör,,Flaska,,,Italien,Gagliano Marcati,Risotto Fine Foods & Wine,,,25.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7838801,883137,78388,Beronia,Gran Reserva,249.00,750.00,332.00,2014-09-01,0,Rött vin,,,Flaska,,Rioja,Spanien,Bodegas Beronia,Nigab,2009,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7838901,883140,78389,Beronia,Reserva,159.00,750.00,212.00,2014-09-01,0,Rött vin,,,Flaska,,Rioja,Spanien,Bodegas Beronia,Nigab,2013,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7839201,883155,78392,Man O' War,Cabernet Franc Merlot,202.00,750.00,269.33,2014-09-01,0,Rött vin,,,Flaska,,Waiheke Island,Nya Zeeland,Man O' War Vineyards,AB Wicked Wine Sweden,2011,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7839701,883173,78397,Leah,Pinot Noir,262.00,750.00,349.33,2014-09-01,0,Rött vin,,,Flaska,,Marlborough,Nya Zeeland,Seresin Estate,AB Wicked Wine Sweden,2011,,14.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7839801,883176,78398,MOMO,Pinot Noir,205.00,750.00,273.33,2014-09-01,0,Rött vin,,,Flaska,,Marlborough,Nya Zeeland,Seresin Estate,AB Wicked Wine Sweden,2011,,13.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7840001,883182,78400,MOMO,Sauvignon Blanc,169.00,750.00,225.33,2014-09-01,0,Vitt vin,,,Flaska,,Marlborough,Nya Zeeland,Seresin Estate,AB Wicked Wine Sweden,2014,,12.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
8783202,883194,87832,Cioccolato Gianduia & Panna Liquore,,180.00,500.00,360.00,2014-09-01,0,Likör,Chokladlikör,,Flaska,,,Italien,Gagliano Marcati,Risotto Fine Foods & Wine,,,17.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7033601,883520,70336,Emilio Moro,,189.00,750.00,252.00,2014-09-01,0,Rött vin,,,Flaska,,Ribera del Duero,Spanien,Emilio Moro,Viña Española AB,2015,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7058501,883523,70585,Taberner,Huerta de Albalá,239.00,750.00,318.67,2014-09-01,0,Rött vin,,,Flaska,,Jerez,Spanien,Huerta de Albalá,Viña Española AB,2015,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7450701,883752,74507,Domaine de Lumian,,154.00,750.00,205.33,2014-09-01,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Domaine de Lumian,Wine Brothers & Co,2010,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7840601,883755,78406,Rosalie,Rosé Trocken,99.00,750.00,132.00,2014-09-01,0,Rosévin,Fruktigt & Smakrikt,,Flaska,,Pfalz,Tyskland,Winzerverein Deidesheim,Granqvist Beverage House AB,2016,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8704101,884199,87041,Candyman,Raspberry Liquorice,215.00,700.00,307.14,2014-09-01,0,Likör,Bärlikör,,Flaska,,,Danmark,United Drinks,Chris-Wine AB,,,25.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7429901,884325,74299,Prohibition,Zinfandel,99.00,750.00,132.00,2014-09-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,Natur,Kalifornien,USA,PrimeWine Sweden AB,Prime Wine Sweden AB,2015,,14.50%,FS,Ordinarie sortiment,0,0,0,Zinfandel.,NA,NA
7154106,884331,71541,Chablis,Christian Moreau,449.00,1500.00,299.33,2014-09-01,0,Vitt vin,,,Magnum,,Bourgogne,Frankrike,Domaine Christian Moreau Pere et Fils,Theis Vine AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7320801,884485,73208,Chablis,Domaine Jean Collet & Fils,229.00,750.00,305.33,2014-09-01,0,Vitt vin,,,Flaska,Natur,Bourgogne,Frankrike,Domaine Jean Collet & Fils,Vinovativa AB,2017,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7840901,884495,78409,Château Favray,Pouilly Fumé,179.00,750.00,238.67,2014-09-01,0,Vitt vin,,,Flaska,,Loiredalen,Frankrike,Ch. Favray,Terrific Wines AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7841001,884530,78410,Marion,Cabernet Sauvignon,320.00,750.00,426.67,2014-09-01,0,Rött vin,,,Flaska,,Venetien,Italien,Azienda Agricola Marion,Wine Group Sweden AB,2014,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7514301,884540,75143,Chablis,Premier Cru Montmains Butteaux  Domaine Jean Collet & Fils,274.00,750.00,365.33,2014-09-01,0,Vitt vin,,,Flaska,Natur,Bourgogne,Frankrike,Domaine Jean Collet & Fils,Vinovativa AB,2014,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7587201,884549,75872,Chablis,Premier Cru Vaillons Sécher Domaine Jean Collet & Fils,284.00,750.00,378.67,2014-09-01,0,Vitt vin,,,Flaska,Natur,Bourgogne,Frankrike,Domaine Jean Collet & Fils,Vinovativa AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7107501,884557,71075,P.Lex Appassivo,Nero D ávola,99.00,750.00,132.00,2014-09-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,Natur,Sicilien,Italien,Icon Wines,The Wine Team Global AB,2016,,13.50%,FS,Ordinarie sortiment,1,0,0,Nero d'avola.,NA,NA
7560001,884639,75600,Xavier,Rasteau,199.00,750.00,265.33,2014-09-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,,Rhonedalen,Frankrike,Xavier Vins,Vinovativa AB,2013,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7466601,884728,74666,Tapiz,Black Tears Malbec,399.00,750.00,532.00,2014-09-01,0,Rött vin,,,Flaska,,Cuyo,Argentina,Fincas Patagónicas,Vinovativa AB,2012,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7411101,884739,74111,Tapiz,Bicentenario,249.00,750.00,332.00,2014-09-01,0,Rött vin,,,Flaska,,,Argentina,Fincas Patagonicas,Vinovativa AB,2008,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
836402,884845,8364,Portal,Dry White Porto,88.00,375.00,234.67,2014-12-01,0,Portvin,Vitt,,Flaska,Natur,Porto,Portugal,Quinta do Portal,AB Wicked Wine Sweden,,,20.00%,FS,Ordinarie sortiment,0,0,0,"Malvasia fina, gouveio och moscatel.",NA,NA
7452001,884998,74520,Rhiannon,,179.00,750.00,238.67,2014-09-01,0,Rött vin,,,Flaska,,Kalifornien,USA,Rhiannon Wines,Vinovativa AB,2014,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7841201,885004,78412,Barbera d'Alba,Gagliasso Vigna Ciabot Russ,176.00,750.00,234.67,2014-09-01,0,Rött vin,,,Flaska,,Piemonte,Italien,Gagliasso Mario,Handpicked Wines Sweden AB,2012,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7496101,885034,74961,Hahn,Cabernet Sauvignon,159.00,750.00,212.00,2014-09-01,0,Rött vin,,,Flaska,,Kalifornien,USA,Hahn Winery,Carovin AB,2015,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7583401,885040,75834,André Bergére,Brut Sélection,379.00,750.00,505.33,2014-09-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Champagne André Bergere,Winebee AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7534701,885043,75347,André Bergére,Blanc de Blancs Brut Naturel,399.00,750.00,532.00,2014-09-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Champagne André Bergere,Winebee AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
62301,885049,623,Baileys,Caramel Flavour,201.00,700.00,287.14,2014-12-01,0,Likör,Gräddlikör,,Flaska,,,Irland,Diageo Plc,Diageo Sweden AB,,,17.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
7841501,885064,78415,Château Le Fagé,Blanc,93.00,750.00,124.00,2014-09-01,0,Vitt vin,,,Flaska,,Frankrike sydväst,Frankrike,EARL VIGNOBLES GERARDIN,Selected French Wine Nordic HB,2015,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7841901,885748,78419,Chateau L'afrique,,163.00,750.00,217.33,2014-09-01,0,Rosévin,,,Flaska,,Provence,Frankrike,Sumeire,Selected French Wine Nordic HB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7807101,8859171,78071,Sforzato di Valtellina,Infinito,359.00,750.00,478.67,2017-12-04,0,Rött vin,,,Flaska,,Lombardiet,Italien,Tenuta Scersce S.R.L.,Nebbia HB,2013,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7990001,8859172,79900,Morlet,En Famille Pinot Noir,1099.00,750.00,1465.33,2017-12-04,0,Rött vin,,,Flaska,,Kalifornien,USA,Morlet,Divine AB,2014,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7689701,8859175,76897,Grimalda,Red,269.00,750.00,358.67,2017-12-04,0,Rött vin,,,Flaska,,Istra,Kroatien,Vina Matosevic,Triggollo Wine & Spirits AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7828501,8859176,78285,Monferrato Dolcetto,Carlin de Paolo,134.00,750.00,178.67,2017-12-04,0,Rött vin,,,Flaska,,Piemonte,Italien,CarlindePaolo,Trollsås & Partners AB,2017,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7690101,8859177,76901,Luis Spumante,Extra Dry,144.00,750.00,192.00,2017-12-04,0,Mousserande vin,Vitt Torrt,,Flaska,,,Italien,CarlindePaolo,Trollsås & Partners AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7754001,8859178,77540,Luis Spumante Rosé,Carlin De Paolo Extra Dry,144.00,750.00,192.00,2017-12-04,0,Mousserande vin,Rosé,,Flaska,,,Italien,CarlindePaolo,Trollsås & Partners AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7672501,8859179,76725,Monferrato Chiaretto,Il Guillare Carlin De Paolo,134.00,750.00,178.67,2017-12-04,0,Rosévin,,,Flaska,,Piemonte,Italien,CarlindePaolo,Trollsås & Partners AB,2017,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7909101,8859180,79091,Riedlin Rot,Spätburgunder Trocken,365.00,750.00,486.67,2017-12-04,0,Rött vin,,,Flaska,,Baden,Tyskland,Kuntz-Riedlin Wineexport,TM Kvalitetsviner AB,2014,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8628001,8859182,86280,Premium Punch,Soleralagrad,642.00,700.00,917.14,2017-12-04,0,Punsch,Punsch,,Flaska,Glaskork,Gävleborgs län,Sverige,Tevsjö Destilleri Järvsö AB,Tevsjö Destilleri i Järvsö AB,2017,,32.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8283201,8859183,82832,Mariestads,Emmer Porter,229.00,750.00,305.33,2017-12-04,0,Öl,Porter och stout,,Flaska,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,7.50%,BS,Övrigt sortiment,0,0,0,Korn- och vetemalt samt humle.,NA,NA
8291403,8859186,82914,Sweetwater,Triple Tail Tropical IPA,31.90,355.00,89.86,2017-12-04,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,,USA,Sweetwater Brewing Co.,Galatea AB,,,5.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7988801,8859187,79888,Ecoviva,Terre Siciliane,99.00,750.00,132.00,2017-12-04,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Sicilien,Italien,Cantina Cooperativa Moncaro,Giertz Vinimport AB,2016,,13.00%,FS,Ordinarie sortiment,1,0,0,Syrah.,NA,NA
8160803,8859188,81608,Sweetwater,420 Extra Pale Ale,31.90,355.00,89.86,2017-12-04,0,Öl,Ale brittisk-amerikansk stil,Amerikansk pale ale (APA),Flaska,,,USA,Sweetwater Brewing Co.,Galatea AB,,,5.70%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7677501,8859189,76775,Esnobista,Moscatel,268.00,750.00,357.33,2017-12-04,0,Sherry,Söt,,Flaska,,Jerez,Spanien,Bodegas Dios Baco S.L.,Theis Vine AB,,,16.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8604001,8859190,86040,Buleria,Fino,242.00,750.00,322.67,2017-12-04,0,Sherry,Torr,,Flaska,,Jerez,Spanien,Bodegas Dios Baco S.L.,Theis Vine AB,,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7870902,8859191,78709,Ría Pitá,Manzanilla,117.00,500.00,234.00,2017-12-04,0,Sherry,Torr,,Flaska,,Manzanilla-Sanlúcar de Barrameda,Spanien,Bodegas Dios Baco S.L.,Theis Vine AB,,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7388501,8859489,73885,Barolo,Ravera,302.00,750.00,402.67,2017-12-06,0,Rött vin,,,Flaska,,Piemonte,Italien,Az. Agr. Abrigo Giovanni,Larkum HB,2013,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8236901,8859501,82369,Mucha Liga,Reposado,512.00,700.00,731.43,2017-11-29,0,Tequila och Mezcal,Tequila,,Flaska,,Jalisco,Mexiko,Matatena Spirits,Original Brands STHLM HB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
