nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Volymiml,PrisPerLiter,Saljstart,Utgått,Varugrupp,Typ,Stil,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,SortimentText,Ekologisk,Etiskt,Koscher,RavarorBeskrivning,Pant,EtisktEtikett
7944001,2672823,79440,Weingut Julius,Silvaner Trocken,181.00,750.00,241.33,2017-05-24,0,Vitt vin,,,Flaska,,Rheinhessen,Tyskland,Weingut Julius,TM Kvalitetsviner AB,2016,,12.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7837301,2672824,78373,Weingut Julius,Goldmuskateller,181.00,750.00,241.33,2017-05-24,0,Vitt vin,,,Flaska,,Rheinhessen,Tyskland,Weingut Julius,TM Kvalitetsviner AB,2017,,11.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7895001,2672825,78950,Weingut Julius,Sauvignon Blanc Trocken,181.00,750.00,241.33,2017-05-24,0,Vitt vin,,,Flaska,,Rheinhessen,Tyskland,Weingut Julius,TM Kvalitetsviner AB,2017,,13.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7934901,2672826,79349,Mala,Nevina,225.00,750.00,300.00,2017-05-24,0,Vitt vin,,,Flaska,,Istra,Kroatien,Saints Hills d.o.o,Triggollo Wine & Spirits AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7109401,2672827,71094,Saints Hills,Dingac,389.00,750.00,518.67,2017-05-24,0,Rött vin,,,Flaska,,Dingac,Kroatien,Saints Hills d.o.o,Triggollo Wine & Spirits AB,2013,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7506601,2672828,75066,Wynns,The Siding Cabernet Sauvignon,139.00,750.00,185.33,2017-05-26,0,Rött vin,,,Flaska,,South Australia,Australien,Wynns Coonawarra Estate,Treasury Wine Estates Sweden AB,2012,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8249301,2672830,82493,Små Sure Melon,Sour Shot med smak av vattenmelon,179.00,700.00,255.71,2017-05-24,0,Likör,Annan likör,,Flaska,Skruvkapsyl,,Danmark,Spritfabriken Danmark,Spivi AB,,,16.40%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
8149402,2672831,81494,Warehouse Edition,Smögenlagret,899.00,500.00,1798.00,2017-05-26,0,Whisky,Maltwhisky,,Flaska,,,Sverige,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,2017,,47.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8498001,2672839,84980,Moment Ledin,,1198.00,700.00,1711.43,2017-06-01,0,Whisky,Maltwhisky,,Flaska,,,Sverige,Mackmyra Svensk Whisky AB,Mackmyra Svensk Whisky AB,,,48.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7634601,2672841,76346,Van Ardi,Areni Reserve,271.00,750.00,361.33,2017-05-24,0,Rött vin,,,Flaska,,,Armenien,Van Ardi LCC,Argoria AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7127801,2672842,71278,Van Ardi,Syrah Reserve,261.00,750.00,348.00,2017-05-24,0,Rött vin,,,Flaska,,,Armenien,Van Ardi LCC,Argoria AB,2015,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7481501,2672843,74815,Di Capo,Gavi di Gavi,129.00,750.00,172.00,2017-05-26,0,Vitt vin,Fylligt & Smakrikt,,Flaska,Plast,Piemonte,Italien,Roberto Sarotto,Hard On AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
2304,26729,23,Norsk Aquavit,,229.00,500.00,458.00,2000-11-06,0,Akvavit och Kryddat brännvin,Akvavit,,10 fl à 50 ml,Skruvkapsyl,,Norge,Arcus Sweden AB,Arcus Sweden AB,,,41.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
3171903,2673169,31719,Bröderna Bommen,Syster VERA,30.00,330.00,90.91,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,Västernorrlands län,Sverige,Bröderna Bommen AB,Bröderna Bommen AB,,,5.90%,TSLS,Lokalt och småskaligt,0,0,0,"Aprikos, vete- och kornmalt samt humle.",NA,NA
3172002,2673221,31720,Torsebro Vita,,170.00,500.00,340.00,2017-07-03,0,Vitt vin,,,Flaska,,Skåne län,Sverige,Cehlin Vingård,Cedentolin AB,2016,,10.00%,TSLS,Lokalt och småskaligt,0,0,0,"Solaris, seyval blanc och mertzling.",NA,NA
3172102,2673233,31721,Torsebro Röda,,170.00,500.00,340.00,2017-07-03,0,Rött vin,Fruktigt & Smakrikt,,Flaska,,Skåne län,Sverige,Cehlin Vingård,Cedentolin AB,2016,,10.00%,TSLS,Lokalt och småskaligt,0,0,0,"Rondo, siramé, leon millot och regent.",NA,NA
157503,26775,1575,Anchor Steam Beer,,23.90,355.00,67.32,2000-12-04,0,Öl,Mellanmörk lager,California common,Flaska,,,USA,Anchor Brewing Company,Cask Sweden AB,,,4.80%,FS,Ordinarie sortiment,0,0,0,Kornmalt och humle.,NA,NA
400001,2680,4000,Blossa Vinglögg,,79.00,750.00,105.33,1996-11-17,0,Glögg och Glühwein,,,Flaska,,,Internationellt märke,Altia,Altia Sweden AB,,,10.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
735904,26838,7359,Jacob's Creek,Chardonnay Pinot Noir,33.00,200.00,165.00,2001-03-05,0,Mousserande vin,Vitt Torrt,,Flaska,,,Australien,Orlando,Pernod Ricard Sweden AB,,,12.50%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
640301,268395,6403,De Bortoli,Gewürztraminer Riesling,79.00,750.00,105.33,2007-09-01,0,Vitt vin,Druvigt & Blommigt,,Flaska,Skruvkapsyl,South Eastern Australia,Australien,De Bortoli,Bornicon & Salming,2017,,12.00%,FS,Ordinarie sortiment,0,0,0,Gewürztraminer och riesling.,NA,NA
650501,268546,6505,Graham Beck,Blanc de Blancs Brut,199.00,750.00,265.33,2007-10-01,0,Mousserande vin,Vitt Torrt,,Flaska,Natur,Western Cape,Sydafrika,Graham Beck,Enjoy Wine & Spirits AB,2012,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
650601,268578,6506,Kevin Arnold,Shiraz,219.00,750.00,292.00,2007-10-01,0,Rött vin,,,Flaska,Natur,Western Cape,Sydafrika,Waterford Wines,WineWorld AB,2013,,14.00%,BS,Övrigt sortiment,0,0,0,94% shiraz och 6% mourvèdre.,NA,NA
8823201,268671,88232,Ott Am Berg,Grüner Veltliner Trocken,169.00,750.00,225.33,2007-08-01,0,Vitt vin,,,Flaska,,Niederösterreich,Österrike,Bernhard Ott,Divine AB,2017,,11.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8933801,269322,89338,Clos de los Siete,,226.00,750.00,301.33,2007-07-01,0,Rött vin,,,Flaska,,Cuyo,Argentina,Vins et Vignobles Dourthe,Carovin AB,2015,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3172503,2696633,31725,Gran,Bakgårdens Lilla Pikobryggeri,36.90,330.00,111.82,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,Amerikansk pale ale (APA),Flaska,Kron,Jämtlands län,Sverige,Bakgårdens Lilla Pikobryggeri,Home Studio Revsund HB,,,5.50%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
8407503,2696675,84075,Premium Nippel,A. Le Coq,15.90,250.00,63.60,2017-05-31,0,Öl,Ljus lager,Internationell stil,Flaska,,,Estland,A. Le Coq,Kronhuset Trading AB,,,5.20%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7317501,2696678,73175,Champagne de Castelnau,Millésime Brut,429.00,750.00,572.00,2017-05-26,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Champagne Castelnau,Sigva AB,2004,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8660801,2696680,86608,Togouchi,15 Years,2198.00,700.00,3140.00,2017-06-09,0,Whisky,Blended whisky,,Flaska,,,Japan,Chugoku Jozo,Clydesdale AB,,,43.80%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8670801,2696681,86708,Togouchi,9 Years,1029.00,700.00,1470.00,2017-06-09,0,Whisky,Blended whisky,,Flaska,,,Japan,Chugoku Jozo,Clydesdale AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7338702,2696686,73387,Estate Argyros,Vinsa'nto,329.00,500.00,658.00,2017-05-26,0,Vitt vin,Sött,,Flaska,,Santorini,Grekland,Estate Argyros,Handpicked Wines Sweden AB,2010,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3172701,2696694,31727,Arilds Vingård Solaris,,149.00,750.00,198.67,2017-07-03,0,Vitt vin,Friskt & Fruktigt,,Flaska,,Skåne län,Sverige,Arilds vingård,Arilds vingård AB,2016,,14.00%,TSLS,Lokalt och småskaligt,0,0,0,Solaris.,NA,NA
3173003,2696696,31730,Hobo With A Beergun,,30.90,330.00,93.64,2017-07-03,0,Öl,Ale brittisk-amerikansk stil,Amerikansk pale ale (APA),Flaska,Kron,Jämtlands län,Sverige,Revsunds Brewery,Revsunds Brewery AB,,,5.80%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
3173103,2696736,31731,Svensk Lager,Sibbetorps Gård,31.00,330.00,93.94,2017-07-03,0,Öl,Ljus lager,Modern stil,Flaska,Kron,Örebro län,Sverige,Ä.K.T.A ÖL,Sibbetorps Gård AB,,,5.50%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
3172802,2696737,31728,Drufavec Barrique,,424.00,500.00,848.00,2017-07-03,0,Frukt och Druvsprit,Druvsprit,,Flaska,,Skåne län,Sverige,Arilds vingård,Arilds vingård AB,,,40.00%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
3172902,2696763,31729,Drufavec,,380.00,500.00,760.00,2017-07-03,0,Frukt och Druvsprit,Druvsprit,,Flaska,,Skåne län,Sverige,Arilds vingård,Arilds vingård AB,,,40.00%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
3173203,2696765,31732,Pax Dexter,,29.90,330.00,90.61,2017-07-03,0,Öl,Ale belgisk stil,Saison,Flaska,Kron,Skåne län,Sverige,Pax Brygghus,Pax Brygghus AB,,,7.50%,TSLS,Lokalt och småskaligt,0,0,0,"Korn- och vetemalt, ingefära, lime, humle och citrongräs.",NA,NA
3173303,2696778,31733,Gustav's Lager,Sälens Fjällbryggeri,19.90,330.00,60.30,2017-07-03,0,Öl,Ljus lager,Modern stil,Flaska,Kron,Dalarnas län,Sverige,Sälens Fjällbryggeri,Sälens Fjällbryggeri AB,,,4.60%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
160303,269734,1603,La Goudale,,22.90,330.00,69.39,2007-10-01,0,Öl,Ale belgisk stil,Belgisk ljus ale,Flaska,,,Frankrike,Les Brasseurs de Gayant,Heba Food & Beverages AB,,,7.20%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8250701,27010,82507,Amethystos,,231.00,750.00,308.00,2000-12-01,0,Rött vin,,,Flaska,,Makedonien,Grekland,Domaine Lazaridi,Oenoforos AB,2014,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
75302,270105,753,Minttu,Black Mint,192.00,500.00,384.00,2007-10-01,0,Likör,Annan likör,,Flaska,,,Finland,Pernod Ricard,Pernod Ricard Sweden AB,,,35.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
297002,270114,2970,Errazuriz,Cabernet Sauvignon Rosé,48.00,375.00,128.00,2007-10-01,0,Rosévin,Fruktigt & Smakrikt,,Flaska,Skruvkapsyl,Valle Central,Chile,Errazuriz,Winemarket Nordic AB,2018,,12.50%,FS,Ordinarie sortiment,0,0,0,95% cabernet sauvignon och 5% malbec.,NA,NA
8252401,27024,82524,Retsina Cambas,,106.00,750.00,141.33,2000-12-01,0,Vitt vin,,,Flaska,,,Grekland,Boutari,Oenoforos AB,,,11.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8143601,27072,81436,Weltenburger,Anno 1050,26.90,500.00,53.80,2000-12-01,0,Öl,Mellanmörk lager,Märzen och wienerstil,Flaska,,,Tyskland,Weltenburg Klosterbrauerei,Anno 1953 AB,,,5.30%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9800402,270787,98004,Sämling 88,Trockenbeerenauslese Essenz,799.00,375.00,2130.67,2007-09-17,0,Vitt vin,Sött,,Flaska,Natur,Burgenland,Österrike,Sepp Moser,Altia Sweden AB,2005,,5.00%,TSE,Små partier,0,0,0,NA,NA,NA
8000402,27100,80004,Västgötasnaps,,269.00,500.00,538.00,2001-01-01,0,Akvavit och Kryddat brännvin,Kryddat brännvin,,Flaska,,,Internationellt märke,Granqvist Vinagentur,Granqvist Beverage House AB,,,35.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
588201,271009,5882,A Christmann,Riesling,139.00,750.00,185.33,2007-06-28,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,Pfalz,Tyskland,A Christmann,Enjoy Wine & Spirits AB,2017,,12.00%,FS,Ordinarie sortiment,1,0,0,Riesling.,NA,NA
7500001,271209,75000,Gini,Soave Classico,189.00,750.00,252.00,2007-08-01,0,Vitt vin,,,Flaska,,Venetien,Italien,Gini,Enjoy Wine & Spirits AB,2016,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
278801,27150,2788,Viña Albali,Gran Reserva,89.00,750.00,118.67,2001-02-05,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Valdepeñas,Spanien,Felix Solis,Galatea AB,2011,,13.00%,BS,Övrigt sortiment,0,0,0,Tempranillo.,NA,NA
226201,271665,2262,La Bastide Blanche,,189.00,750.00,252.00,2007-10-01,0,Rött vin,Stramt & Nyanserat,,Flaska,Natur,Provence,Frankrike,Earl Bronzo,Vinia Sweden AB,2016,,14.50%,FS,Ordinarie sortiment,1,0,0,"70% mourvèdre, 25% grenache, 3% cinsault och 2% carignan.",NA,NA
236501,271700,2365,Barbera d'Alba,Luigi Voghera,120.00,750.00,160.00,2007-10-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,Natur,Piemonte,Italien,Luigi Voghera,Prime Wine Sweden AB,2016,,14.00%,FS,Ordinarie sortiment,0,0,0,Barbera.,NA,NA
8239001,27177,82390,Regolo,Rosso,159.00,750.00,212.00,2001-01-02,0,Rött vin,,,Flaska,Naturkork,Venetien,Italien,Sartori,Amka Vinimport AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8492601,271835,84926,Errazuriz MAX,Reserva Cabernet Sauvignon,139.00,750.00,185.33,2007-08-01,0,Rött vin,,,Flaska,,Aconcagua,Chile,Viña Errázuriz,Winemarket Nordic AB,2014,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8150303,271877,81503,Trappistes Rochefort 6,,36.50,330.00,110.61,2007-08-01,0,Öl,Ale belgisk stil,Dubbel,Flaska,,,Belgien,Brasserie Rochefort,Galatea AB,,,7.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8149701,27198,81497,Weltenburger Kloster,Asam-Bock,33.10,500.00,66.20,2001-01-02,0,Öl,Mörk lager,Dubbelbock,Flaska,,,Tyskland,Weltenburg Klosterbrauerei,Anno 1953 AB,,,7.20%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
226601,272049,2266,Château la Reyne,Prestige,99.00,750.00,132.00,2007-10-01,0,Rött vin,Stramt & Nyanserat,,Flaska,Natur,Frankrike sydväst,Frankrike,Château La Reyne,Swedish Wine Cellar AB,2012,,13.50%,BS,Övrigt sortiment,0,0,0,Cot noir (malbec).,NA,NA
1234302,272052,12343,A,Amarone,109.00,375.00,290.67,2007-10-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Venetien,Italien,Alpha Zeta,Mondo Wine Sweden AB,2015,,15.00%,FS,Ordinarie sortiment,0,0,0,"70% corvina veronese, 25% rondinella och 5% cabernet sauvignon.",NA,NA
1234301,272067,12343,A,Amarone,199.00,750.00,265.33,2007-10-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Venetien,Italien,Alpha Zeta,Mondo Wine Sweden AB,2015,,15.00%,FS,Ordinarie sortiment,0,0,0,"70% corvina veronese, 25% rondinella och 5% cabernet sauvignon.",NA,NA
8333501,272077,83335,Mavrodaphne,from de Patras,144.00,750.00,192.00,2007-09-01,0,Övrigt starkvin,,,Flaska,,Peloponnesos,Grekland,Boutari,Oenoforos AB,,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
2230001,272080,22300,Fontanafredda Ebbio,Langhe Nebbiolo,119.00,750.00,158.67,2007-10-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Skruvkapsyl,Piemonte,Italien,Fontanafredda,Enjoy Wine & Spirits AB,2016,,13.50%,FS,Ordinarie sortiment,0,0,0,Nebbiolo.,NA,NA
768501,272113,7685,Geisweiler,Crémant de Bourgogne Brut,119.00,750.00,158.67,2007-10-01,0,Mousserande vin,Vitt Torrt,,Flaska,Natur,Bourgogne,Frankrike,Geisweiler,The Company of Urban wines&Other Liquids Sweden,,,12.00%,FS,Ordinarie sortiment,0,0,0,Pinot noir och chardonnay.,NA,NA
273701,272117,2737,Finca el Puig,,219.00,750.00,292.00,2007-10-01,0,Rött vin,Stramt & Nyanserat,,Flaska,Natur,Priorat,Spanien,Cellers Fuentes,Vinunic AB,2011,,15.00%,FS,Ordinarie sortiment,0,0,0,"Grenache, syrah, carignan och cabernet sauvignon.",NA,NA
269601,272120,2696,Orballo,Albariño,109.00,750.00,145.33,2007-10-01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,Rías Baixas,Spanien,Bodegas La Val,Apricot AB,2016,,12.50%,FS,Ordinarie sortiment,0,0,0,Albariño.,NA,NA
822702,272343,8227,Lustau Solera Reserva,Amontillado Los Arcos,104.00,375.00,277.33,2007-10-01,0,Sherry,Torr,,Flaska,Natur,Jerez,Spanien,Lustau,Moestue Grape Selections AB,,,18.50%,FS,Ordinarie sortiment,0,0,0,Palomino fino.,NA,NA
1148901,27241,11489,Gambrinus,,16.90,500.00,33.80,2001-02-05,0,Öl,Ljus lager,Pilsner - tjeckisk stil,Flaska,,,Tjeckien,Pilsner Urquell,Asahi Brands Europe a.s. Tjeckien Filial,,,5.20%,FS,Ordinarie sortiment,0,0,0,Kornmalt och humle.,NA,NA
54101,272413,541,Matusalem,Solera 7 Blender,259.00,700.00,370.00,2007-10-01,0,Rom,Mörk rom,,Flaska,,,Dominikanska Republiken,Matusalem,Nigab,,,40.00%,BS,Övrigt sortiment,0,0,0,Sockerrörsmelass.,NA,NA
8825201,272536,88252,Pepperwood Grove,Chardonnay,109.00,750.00,145.33,2007-09-01,0,Vitt vin,,,Flaska,,Kalifornien,USA,Don Sebastiani & Sons,Arvid Nordquist Vin och Sprithandel,2014,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8931103,272711,89311,Bière du Boucanier,Golden Ale,28.40,330.00,86.06,2007-08-01,0,Öl,Ale belgisk stil,Abt och kvadrupel,Flaska,Kapsyl,,Belgien,Brouwerij Van Steenberge,World Beer Trading KB,,,11.00%,BS,Övrigt sortiment,0,0,0,Kornmalt.,NA,NA
3245202,272731,32452,Raccolto,Nero d'Avola Cabernet Sauvignon Organic,50.00,375.00,133.33,2007-10-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,Skruvkapsyl,Sicilien,Italien,Nordic Sea Winery,Oenoforos AB,2017,,14.50%,FS,Ordinarie sortiment,1,0,0,60% nero d'avola och 40% cabernet sauvignon.,NA,NA
7500303,272734,75003,Bière du Boucanier,Red Ale,28.70,330.00,86.97,2007-08-01,0,Öl,Ale belgisk stil,Dubbel,Flaska,Kapsyl,,Belgien,Brouwerij Van Steenberge,World Beer Trading KB,,,7.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
1235702,272743,12357,Brunello di Montalcino,,159.00,375.00,424.00,2007-10-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Toscana,Italien,Col d'Orcia,Carovin AB,2013,,14.50%,FS,Ordinarie sortiment,1,0,0,Brunello (sangiovese grosso).,NA,NA
7500403,272746,75004,Bière du Boucanier,Dark Ale,29.60,330.00,89.70,2007-08-01,0,Öl,Ale belgisk stil,Belgisk mörk ale,Flaska,,,Belgien,Brouwerij Van Steenberge,World Beer Trading KB,,,9.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8232201,272817,82322,Robert Mondavi,Private Selection Chardonnay,129.00,750.00,172.00,2007-09-01,0,Vitt vin,,,Flaska,,Kalifornien,USA,Robert Mondavi,Bibendum,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8490401,273290,84904,Poggio al Vento,Riserva,849.00,750.00,1132.00,2007-09-01,0,Rött vin,,,Flaska,,Toscana,Italien,Col d'Orcia,Carovin AB,2010,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8493101,273300,84931,Domaine Gerovassiliou,Viognier,221.00,750.00,294.67,2007-09-01,0,Vitt vin,,,Flaska,,Makedonien,Grekland,Domaine Gerovassiliou,Carovin AB,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8213909,273766,82139,Palmer & Co,Brut,4779.00,6000.00,796.50,2007-09-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Palmer & Co,Oenoforos AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8213908,273772,82139,Palmer & Co,Brut,2089.00,3000.00,696.33,2007-09-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Palmer & Co,Oenoforos AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8260301,273778,82603,Boutari,Chardonnay,157.00,750.00,209.33,2007-09-01,0,Vitt vin,,,Flaska,,Makedonien,Grekland,Boutari,Oenoforos AB,2015,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
48401,27395,484,The Talisman,,213.00,700.00,304.29,2001-02-05,0,Whisky,Blended whisky,,Flaska,,Skottland,Storbritannien,J & W Hardie,Galatea AB,,,40.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
8497701,274117,84977,Crémant de Bourgogne,Blanc de Noir,169.00,750.00,225.33,2007-09-01,0,Mousserande vin,,,Flaska,,Bourgogne,Frankrike,Louis Bouillot,Giertz Vinimport AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8387701,274186,83877,Tabalí,Reserva Especial Pinot Noir,125.00,750.00,166.67,2007-09-01,0,Rött vin,,,Flaska,,Limarí Valley,Chile,Viña Tabalí,Pernod Ricard Sweden AB,2013,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8338001,274212,83380,Ahlafors,Mörka,26.10,500.00,52.20,2007-07-15,0,Öl,Mörk lager,Dunkel,Flaska,,Västra Götalands län,Sverige,Ahlafors Bryggerier,Ahlafors Bryggerier AB,,,5.00%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,0.90,NA
8340601,274466,83406,Ossian,,29.00,500.00,58.00,2007-09-01,0,Öl,Ale brittisk-amerikansk stil,Golden/Blond ale,Flaska,,Skottland,Storbritannien,The Inveralmond Brewery,Brewery International Sweden AB,,,4.10%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8342801,274469,83428,Lia Fail,,29.50,500.00,59.00,2007-09-01,0,Öl,Ale brittisk-amerikansk stil,Extra special bitter,Flaska,,Skottland,Storbritannien,The Inveralmond Brewery,Brewery International Sweden AB,,,4.70%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
74901,27460,749,Jägermeister,,279.00,700.00,398.57,2001-01-02,0,Likör,Annan likör,,Flaska,,,Tyskland,W Mast,Berntson Brands AB,,,35.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
74902,27462,749,Jägermeister,,149.00,350.00,425.71,2001-01-02,0,Likör,Annan likör,,Flaska,,,Tyskland,W Mast,Berntson Brands AB,,,35.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
8341401,274843,83414,Pinot Blanc d'Alsace,,159.00,750.00,212.00,2007-09-01,0,Vitt vin,,,Flaska,,Alsace,Frankrike,Domaine Paul Blanck,Carovin AB,2015,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
1210501,27485,12105,Hubert Beck,Réserve du Chevalier Pinot Gris,99.00,750.00,132.00,2001-02-05,0,Vitt vin,Druvigt & Blommigt,,Flaska,Plast,Alsace,Frankrike,Hubert Beck,Swedish Wine Cellar AB,2017,,13.00%,FS,Ordinarie sortiment,0,0,0,Pinot gris.,NA,NA
8347501,275342,83475,Ben Nevis,Special Reserve Ceramic Decanter,627.00,700.00,895.71,2007-10-01,0,Whisky,Blended whisky,,Flaska,,Skottland,Storbritannien,Ben Nevis Distillery,Clydesdale AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8360001,275375,83600,Ben Nevis,Special Reserve,352.00,700.00,502.86,2007-10-01,0,Whisky,Blended whisky,,Flaska,,Skottland,Storbritannien,Ben Nevis Distillery,Clydesdale AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8360501,275400,83605,Glencoe,8 Years,738.00,700.00,1054.29,2007-10-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Ben Nevis Distillery,Clydesdale AB,,,58.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
74904,27556,749,Jägermeister,,109.00,180.00,605.56,2001-01-02,0,Likör,Annan likör,,9 fl à 20 ml,,,Tyskland,W Mast,Berntson Brands AB,,,35.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
8550101,27562,85501,Chablis,La Sereine,169.00,750.00,225.33,2001-01-02,0,Vitt vin,,,Flaska,,Bourgogne,Frankrike,La Chablisienne,Vinunic AB,2014,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8550701,27563,85507,Chablis,Premier Cru Mont de Milieu,289.00,750.00,385.33,2001-01-02,0,Vitt vin,,,Flaska,,Bourgogne,Frankrike,La Chablisienne,Vinunic AB,2015,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8240901,27570,82409,Thou Bianc,Chardonnay,162.00,750.00,216.00,2001-01-02,0,Vitt vin,,,Flaska,,Piemonte,Italien,Bava,Oenoforos AB,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
142803,275861,1428,Singha,,15.90,330.00,48.18,2007-10-01,0,Öl,Ljus lager,Internationell stil,Flaska,,,Thailand,Boon Rawd Brewery,Carlsberg Sverige AB,,,5.00%,FS,Ordinarie sortiment,0,0,0,Kornmalt och humle.,NA,NA
415101,2760,4151,Château Bonnet,,89.00,750.00,118.67,1990-08-01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,Bordeaux,Frankrike,André Lurton,The Wine Team Global AB,2017,,12.50%,FS,Ordinarie sortiment,0,0,0,"Sauvignon blanc, semillon och muscadelle.",NA,NA
8753108,27602,87531,Deutz,Brut Classic,1999.00,3000.00,666.33,2000-12-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Deutz,Swedish Brand AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
