"Medelfolkmängd (efter födelseår) efter region, ålder, kön och år"

"region","ålder","kön","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"1498 Tidaholm","totalt ålder","män",6285.0,6310.0,6339.0,6342.5,6317.5,6316.5,6308.0,6304.0,6335.5,6380.5,6436.5
"1498 Tidaholm","totalt ålder","kvinnor",6309.0,6342.0,6333.0,6320.0,6284.5,6254.0,6254.5,6256.5,6255.5,6262.5,6296.5
"1499 Falköping","totalt ålder","män",15529.0,15570.0,15623.0,15678.0,15728.0,15774.0,15810.5,15889.5,16042.0,16229.0,16424.0
"1499 Falköping","totalt ålder","kvinnor",15683.5,15705.5,15707.0,15706.0,15738.0,15827.0,15878.5,15949.0,16044.5,16119.0,16234.5
"1715 Kil","totalt ålder","män",5890.0,5880.0,5848.5,5835.0,5853.5,5861.5,5874.0,5898.5,5920.0,5926.0,5926.0
"1715 Kil","totalt ålder","kvinnor",5918.0,5895.5,5862.5,5860.5,5858.0,5832.5,5858.0,5897.5,5927.5,5917.5,5875.0
"1730 Eda","totalt ålder","män",4390.0,4412.0,4404.5,4393.5,4371.0,4344.5,4345.0,4346.5,4329.0,4337.5,4346.5
"1730 Eda","totalt ålder","kvinnor",4245.5,4247.5,4246.5,4221.5,4179.5,4147.5,4133.0,4114.5,4110.5,4141.5,4169.0
"1737 Torsby","totalt ålder","män",6532.5,6520.5,6463.5,6367.5,6288.0,6245.5,6199.5,6127.0,6090.0,6075.5,6124.0
"1737 Torsby","totalt ålder","kvinnor",6420.5,6391.5,6329.0,6240.0,6173.0,6117.5,6066.0,5989.0,5912.5,5875.5,5915.5
"1760 Storfors","totalt ålder","män",2299.0,2298.5,2274.0,2251.0,2229.5,2193.0,2170.5,2148.5,2141.5,2123.5,2115.5
"1760 Storfors","totalt ålder","kvinnor",2235.0,2212.0,2165.0,2122.0,2088.5,2052.5,2013.5,1992.0,1977.0,1945.5,1923.5
"1761 Hammarö","totalt ålder","män",7272.5,7320.0,7355.0,7419.0,7483.5,7510.5,7542.0,7573.5,7613.0,7674.0,7775.5
"1761 Hammarö","totalt ålder","kvinnor",7159.0,7198.0,7246.0,7325.0,7396.0,7424.0,7460.0,7525.0,7583.0,7664.0,7797.0
"1762 Munkfors","totalt ålder","män",1988.0,1949.5,1913.0,1892.5,1887.5,1874.0,1845.5,1837.5,1841.5,1843.0,1874.0
"1762 Munkfors","totalt ålder","kvinnor",1977.5,1958.5,1934.0,1911.0,1894.5,1862.5,1826.5,1811.5,1814.5,1816.5,1826.5
"1763 Forshaga","totalt ålder","män",5737.0,5722.5,5724.0,5729.0,5694.5,5650.0,5664.5,5684.5,5720.5,5768.5,5803.5
"1763 Forshaga","totalt ålder","kvinnor",5753.5,5732.5,5705.5,5679.0,5639.0,5597.5,5605.5,5617.0,5615.0,5610.5,5611.5
"1764 Grums","totalt ålder","män",4706.5,4668.0,4638.0,4600.0,4581.0,4564.0,4519.5,4505.0,4507.5,4501.0,4531.0
"1764 Grums","totalt ålder","kvinnor",4663.5,4649.0,4638.0,4596.0,4535.5,4490.0,4458.5,4427.0,4434.0,4450.5,4473.0
"1765 Årjäng","totalt ålder","män",4978.0,4997.0,5023.5,5035.0,5014.5,5006.5,5010.0,5053.0,5047.5,5021.0,5063.0
"1765 Årjäng","totalt ålder","kvinnor",4832.5,4852.0,4891.0,4898.5,4870.5,4834.5,4835.5,4855.5,4831.0,4815.5,4850.5
"1766 Sunne","totalt ålder","män",6798.5,6800.5,6777.0,6723.0,6675.0,6646.0,6629.0,6592.5,6601.5,6685.5,6806.0
"1766 Sunne","totalt ålder","kvinnor",6790.0,6778.0,6742.5,6686.0,6625.0,6552.5,6493.0,6464.0,6453.5,6468.0,6510.5
"1780 Karlstad","totalt ålder","män",40317.5,40775.5,41091.0,41437.5,41948.5,42369.0,42665.0,42993.0,43324.5,43685.0,44194.5
"1780 Karlstad","totalt ålder","kvinnor",42169.5,42484.0,42726.5,42927.5,43296.0,43712.0,44004.0,44364.5,44743.5,45112.5,45527.0
"1781 Kristinehamn","totalt ålder","män",11863.5,11849.0,11864.5,11870.5,11840.0,11781.0,11794.5,11880.5,11989.0,12096.5,12262.5
"1781 Kristinehamn","totalt ålder","kvinnor",12010.0,12028.0,12067.5,12090.0,12045.5,11972.0,11919.0,11958.5,12042.5,12095.5,12208.0
"1782 Filipstad","totalt ålder","män",5476.0,5427.5,5369.0,5346.5,5340.0,5334.0,5328.5,5350.0,5397.5,5427.5,5529.0
"1782 Filipstad","totalt ålder","kvinnor",5508.5,5439.5,5363.0,5307.5,5254.0,5204.0,5203.0,5206.0,5190.5,5191.5,5263.5
"1783 Hagfors","totalt ålder","män",6680.5,6601.5,6527.5,6432.5,6347.0,6265.0,6201.0,6170.5,6141.5,6119.0,6142.0
"1783 Hagfors","totalt ålder","kvinnor",6551.5,6458.5,6371.0,6287.5,6211.0,6116.0,6025.0,5950.0,5854.5,5753.5,5728.5
"1784 Arvika","totalt ålder","män",13011.5,13038.5,13046.5,12997.5,12959.0,12896.5,12839.5,12839.0,12839.0,12860.0,12973.0
"1784 Arvika","totalt ålder","kvinnor",13186.5,13152.0,13166.5,13140.5,13108.0,13074.0,13028.5,12984.0,12955.0,12946.0,12974.5
"1785 Säffle","totalt ålder","män",8052.5,8012.5,7981.5,7916.5,7857.5,7792.0,7732.0,7696.5,7683.5,7717.0,7812.0
"1785 Säffle","totalt ålder","kvinnor",7974.0,7908.0,7844.5,7776.5,7717.0,7678.5,7619.0,7595.5,7621.5,7633.0,7687.5
"1814 Lekeberg","totalt ålder","män",3666.5,3674.0,3667.0,3675.0,3687.0,3711.5,3752.5,3781.0,3807.0,3856.0,3926.0
"1814 Lekeberg","totalt ålder","kvinnor",3422.0,3422.5,3437.0,3442.0,3441.5,3467.0,3508.0,3512.5,3519.0,3571.5,3638.0
"1860 Laxå","totalt ålder","män",3099.5,3042.5,3003.0,2970.5,2920.0,2889.5,2867.0,2858.0,2894.5,2921.5,2942.0
"1860 Laxå","totalt ålder","kvinnor",2991.5,2941.5,2893.0,2857.5,2816.0,2764.5,2720.0,2708.0,2727.5,2738.5,2740.5
"1861 Hallsberg","totalt ålder","män",7794.5,7773.0,7778.0,7763.5,7763.5,7776.0,7753.0,7757.0,7795.5,7898.5,8019.0
"1861 Hallsberg","totalt ålder","kvinnor",7506.5,7504.5,7484.0,7482.0,7491.5,7485.5,7512.5,7518.0,7495.5,7513.5,7560.0
"1862 Degerfors","totalt ålder","män",5112.5,5052.5,5012.0,4960.0,4921.5,4890.0,4853.5,4835.5,4856.0,4885.0,4908.0
"1862 Degerfors","totalt ålder","kvinnor",4941.0,4906.0,4859.0,4814.0,4753.5,4706.0,4660.5,4653.0,4659.5,4652.0,4668.0
"1863 Hällefors","totalt ålder","män",3805.5,3756.0,3713.0,3688.5,3655.5,3612.0,3575.5,3546.5,3544.0,3577.5,3634.5
"1863 Hällefors","totalt ålder","kvinnor",3777.5,3751.0,3705.0,3658.5,3621.0,3568.0,3488.5,3438.5,3415.0,3406.5,3450.5
"1864 Ljusnarsberg","totalt ålder","män",2675.0,2663.0,2631.0,2600.5,2562.0,2516.0,2499.0,2520.5,2560.5,2583.5,2613.5
"1864 Ljusnarsberg","totalt ålder","kvinnor",2605.0,2552.5,2527.5,2491.5,2431.0,2384.5,2360.0,2341.0,2333.5,2337.0,2353.5
"1880 Örebro","totalt ålder","män",62371.5,63122.5,64007.0,64984.5,65856.5,66703.0,67641.0,68641.0,69675.0,70628.0,71749.0
"1880 Örebro","totalt ålder","kvinnor",65983.5,66580.5,67346.0,68157.0,68876.5,69587.5,70395.5,71134.5,71933.5,72781.0,73666.5
"1881 Kumla","totalt ålder","män",9699.0,9789.5,9905.5,9984.0,10084.0,10197.0,10284.0,10400.0,10487.5,10558.5,10643.0
"1881 Kumla","totalt ålder","kvinnor",9859.0,9958.0,10099.0,10201.5,10251.0,10286.0,10340.0,10421.0,10472.5,10526.5,10601.0
"1882 Askersund","totalt ålder","män",5723.5,5711.0,5700.5,5685.5,5671.0,5655.0,5597.5,5585.0,5620.0,5646.5,5702.5
"1882 Askersund","totalt ålder","kvinnor",5742.0,5721.0,5689.5,5661.0,5621.5,5551.0,5475.0,5468.5,5487.5,5488.5,5514.0
"1883 Karlskoga","totalt ålder","män",14958.5,14941.5,14878.5,14791.5,14730.5,14706.0,14722.0,14795.5,14930.0,15059.0,15178.0
"1883 Karlskoga","totalt ålder","kvinnor",15213.5,15132.0,15051.5,15015.5,14974.5,14936.0,14901.5,14884.0,14961.0,15109.5,15232.5
"1884 Nora","totalt ålder","män",5140.5,5123.0,5096.5,5068.5,5070.5,5104.0,5106.0,5109.0,5130.0,5173.0,5269.0
"1884 Nora","totalt ålder","kvinnor",5336.5,5341.5,5314.5,5290.5,5324.5,5334.0,5286.5,5268.5,5245.5,5254.0,5314.5
"1885 Lindesberg","totalt ålder","män",11663.5,11658.0,11702.5,11677.5,11637.5,11660.0,11661.0,11680.0,11765.0,11867.5,12004.5
"1885 Lindesberg","totalt ålder","kvinnor",11487.5,11431.0,11399.0,11386.5,11394.0,11411.0,11382.5,11397.5,11457.5,11548.0,11648.5
"1904 Skinnskatteberg","totalt ålder","män",2413.5,2395.5,2382.5,2362.5,2312.0,2281.0,2281.0,2277.5,2285.5,2299.0,2295.0
"1904 Skinnskatteberg","totalt ålder","kvinnor",2343.0,2323.5,2271.5,2232.0,2194.0,2147.5,2121.0,2124.0,2137.0,2154.0,2155.5
"1907 Surahammar","totalt ålder","män",5173.0,5150.5,5131.0,5088.5,5063.5,5050.5,5048.5,5048.5,5069.5,5120.5,5161.0
"1907 Surahammar","totalt ålder","kvinnor",4979.5,4965.0,4961.0,4932.5,4901.0,4859.5,4832.0,4813.5,4806.5,4831.0,4861.0
"1960 Kungsör","totalt ålder","män",4167.0,4137.5,4124.5,4098.0,4090.0,4083.0,4057.5,4086.5,4160.5,4218.5,4280.0
"1960 Kungsör","totalt ålder","kvinnor",4090.0,4077.5,4070.0,4045.0,4012.5,4004.5,4000.5,4016.0,4061.5,4087.5,4107.5
"1961 Hallstahammar","totalt ålder","män",7446.0,7479.0,7487.0,7500.0,7525.5,7546.0,7590.0,7669.0,7744.0,7775.5,7855.5
"1961 Hallstahammar","totalt ålder","kvinnor",7552.5,7562.0,7540.0,7570.5,7625.5,7653.5,7695.0,7766.0,7816.0,7845.0,7888.5
"1962 Norberg","totalt ålder","män",2968.5,2942.0,2918.5,2907.0,2895.0,2884.5,2867.0,2858.5,2906.0,2969.0,2988.5
"1962 Norberg","totalt ålder","kvinnor",2886.0,2873.5,2850.0,2832.5,2831.5,2839.5,2810.5,2760.5,2757.5,2792.0,2810.5
"1980 Västerås","totalt ålder","män",65560.0,66055.5,66576.0,67153.0,67798.5,68519.5,69369.5,70274.0,71146.0,72009.5,73047.0
"1980 Västerås","totalt ålder","kvinnor",66867.0,67268.5,67630.0,68157.0,68773.0,69438.5,70234.5,71041.0,71770.5,72450.5,73272.0
"1981 Sala","totalt ålder","män",10618.0,10610.5,10626.0,10681.0,10731.0,10748.0,10752.0,10803.5,10897.0,10995.5,11129.5
"1981 Sala","totalt ålder","kvinnor",10785.0,10775.5,10762.5,10751.0,10786.0,10803.5,10830.0,10879.0,10950.0,11021.5,11101.5
"1982 Fagersta","totalt ålder","män",6116.5,6097.5,6116.5,6148.5,6210.0,6299.0,6349.5,6440.5,6601.0,6727.5,6801.5
"1982 Fagersta","totalt ålder","kvinnor",6119.5,6095.0,6108.5,6109.5,6136.0,6199.0,6244.0,6312.5,6401.5,6482.0,6564.0
"1983 Köping","totalt ålder","män",12367.5,12366.0,12377.5,12409.5,12431.0,12400.0,12365.0,12476.5,12651.0,12774.5,12961.5
"1983 Köping","totalt ålder","kvinnor",12285.0,12286.5,12315.5,12384.0,12445.0,12456.0,12465.5,12569.0,12655.5,12692.0,12792.0
"1984 Arboga","totalt ålder","män",6654.0,6660.0,6648.5,6641.5,6633.0,6622.0,6647.5,6709.0,6792.0,6921.5,7020.0
"1984 Arboga","totalt ålder","kvinnor",6731.5,6720.0,6686.5,6660.0,6660.5,6671.5,6680.0,6714.0,6770.0,6823.0,6860.5
"2021 Vansbro","totalt ålder","män",3541.0,3512.5,3494.5,3473.5,3454.0,3451.5,3444.5,3430.0,3418.0,3425.5,3493.0
"2021 Vansbro","totalt ålder","kvinnor",3481.0,3458.5,3443.0,3422.5,3386.5,3360.0,3354.0,3324.5,3294.0,3279.0,3306.5
"2023 Malung-Sälen","totalt ålder","män",5355.0,5333.5,5295.0,5283.5,5282.5,5248.5,5212.0,5176.0,5132.5,5137.5,5187.5
"2023 Malung-Sälen","totalt ålder","kvinnor",5160.5,5139.5,5111.5,5113.0,5099.5,5060.5,5008.0,4943.5,4882.5,4865.0,4876.0
"2026 Gagnef","totalt ålder","män",5111.5,5107.0,5126.0,5127.0,5133.0,5138.5,5122.5,5122.0,5133.0,5137.0,5163.5
"2026 Gagnef","totalt ålder","kvinnor",4994.0,4988.5,4983.0,4962.0,4951.0,4944.5,4918.0,4895.5,4890.5,4914.5,4963.5
"2029 Leksand","totalt ålder","män",7642.5,7614.0,7583.5,7579.5,7589.0,7591.0,7571.0,7561.5,7593.5,7657.5,7750.5
"2029 Leksand","totalt ålder","kvinnor",7802.5,7780.0,7729.5,7716.0,7707.0,7672.5,7621.0,7590.0,7611.0,7631.5,7666.0
"2031 Rättvik","totalt ålder","män",5390.0,5402.5,5402.5,5368.0,5349.5,5370.5,5398.0,5401.5,5397.5,5392.5,5422.5
"2031 Rättvik","totalt ålder","kvinnor",5495.0,5481.0,5464.0,5455.5,5454.5,5464.5,5431.0,5381.0,5359.5,5361.0,5385.0
"2034 Orsa","totalt ålder","män",3485.5,3512.0,3507.5,3480.5,3481.5,3481.0,3458.5,3450.0,3465.5,3470.5,3496.0
"2034 Orsa","totalt ålder","kvinnor",3537.5,3546.5,3533.0,3481.5,3446.5,3413.5,3392.5,3392.0,3365.0,3310.5,3309.5
"2039 Älvdalen","totalt ålder","män",3773.5,3757.5,3732.5,3725.0,3705.5,3668.0,3648.0,3635.5,3622.5,3628.0,3638.0
"2039 Älvdalen","totalt ålder","kvinnor",3658.5,3633.0,3592.0,3562.5,3542.0,3527.5,3513.5,3482.0,3451.5,3415.5,3399.0
"2061 Smedjebacken","totalt ålder","män",5425.5,5415.0,5423.5,5431.5,5437.0,5420.5,5419.0,5439.5,5468.0,5512.5,5576.0
"2061 Smedjebacken","totalt ålder","kvinnor",5338.0,5300.0,5301.0,5314.5,5299.5,5268.0,5237.0,5231.0,5233.5,5238.5,5273.5
"2062 Mora","totalt ålder","män",10093.0,10062.5,10028.5,10014.5,10016.0,10027.5,10033.5,10027.5,10037.0,10094.0,10176.5
"2062 Mora","totalt ålder","kvinnor",10092.5,10088.5,10119.5,10135.0,10133.5,10102.5,10061.0,10012.5,9965.0,9959.5,10013.5
"2080 Falun","totalt ålder","män",27242.5,27232.0,27254.0,27357.0,27544.0,27663.5,27759.0,27914.5,28050.0,28181.5,28401.0
"2080 Falun","totalt ålder","kvinnor",28028.0,28011.5,28004.5,28134.0,28320.5,28420.5,28519.0,28685.0,28781.5,28797.5,28972.5
"2081 Borlänge","totalt ålder","män",23738.0,23938.5,24098.5,24324.5,24661.0,24794.0,24778.5,24936.0,25271.0,25564.5,25853.5
"2081 Borlänge","totalt ålder","kvinnor",23455.0,23639.0,23872.0,24108.5,24305.0,24493.0,24624.0,24816.5,25098.0,25287.0,25442.5
"2082 Säter","totalt ålder","män",5585.0,5583.0,5574.0,5554.5,5521.5,5511.0,5526.5,5529.5,5530.5,5576.5,5640.0
"2082 Säter","totalt ålder","kvinnor",5405.0,5412.5,5404.5,5374.0,5348.5,5339.5,5329.5,5332.5,5349.0,5371.0,5407.5
"2083 Hedemora","totalt ålder","män",7637.0,7600.0,7580.0,7556.0,7557.0,7556.0,7523.5,7504.0,7532.0,7612.0,7748.5
"2083 Hedemora","totalt ålder","kvinnor",7800.0,7740.5,7700.0,7671.0,7622.5,7585.5,7568.0,7538.5,7521.0,7548.0,7599.5
"2084 Avesta","totalt ålder","män",11035.5,11019.5,11003.0,10970.5,10893.5,10845.5,10832.0,10853.0,10998.0,11348.0,11679.0
"2084 Avesta","totalt ålder","kvinnor",10923.0,10905.0,10908.5,10879.0,10779.0,10689.0,10644.5,10671.5,10804.0,11053.5,11292.0
"2085 Ludvika","totalt ålder","män",12677.0,12667.0,12712.5,12798.0,12897.5,12923.5,12879.5,12905.0,13018.5,13228.0,13540.5
"2085 Ludvika","totalt ålder","kvinnor",12830.0,12784.0,12761.0,12788.0,12832.5,12774.5,12733.0,12770.5,12852.5,12968.0,13107.0
"2101 Ockelbo","totalt ålder","män",3069.0,3057.0,3058.0,3048.5,3009.5,2982.5,2959.5,2946.5,2935.5,2962.0,3008.5
"2101 Ockelbo","totalt ålder","kvinnor",2975.5,2954.5,2948.0,2956.0,2949.5,2939.0,2919.0,2871.0,2839.5,2845.0,2844.0
"2104 Hofors","totalt ålder","män",5144.5,5116.5,5068.0,5015.0,4987.0,4935.0,4882.0,4862.5,4847.0,4849.5,4907.0
"2104 Hofors","totalt ålder","kvinnor",4999.5,4948.5,4899.5,4869.5,4820.0,4724.5,4667.5,4653.5,4624.0,4583.5,4592.5
"2121 Ovanåker","totalt ålder","män",5982.5,5966.5,5930.5,5873.0,5824.5,5784.5,5786.0,5777.5,5792.5,5851.0,5929.5
"2121 Ovanåker","totalt ålder","kvinnor",5862.0,5839.0,5790.5,5715.5,5660.5,5637.5,5612.0,5595.5,5600.5,5599.5,5620.5
"2132 Nordanstig","totalt ålder","män",4993.5,5002.0,5000.0,4971.5,4945.0,4930.5,4905.5,4890.5,4898.0,4915.5,4930.0
"2132 Nordanstig","totalt ålder","kvinnor",4835.0,4809.5,4774.5,4719.5,4683.5,4641.5,4627.5,4621.5,4594.0,4576.0,4570.5
"2161 Ljusdal","totalt ålder","män",9714.5,9631.5,9578.5,9575.0,9584.0,9553.5,9506.5,9507.0,9535.0,9585.5,9643.0
"2161 Ljusdal","totalt ålder","kvinnor",9599.0,9577.5,9575.5,9530.0,9487.0,9466.0,9420.5,9398.5,9405.0,9402.5,9404.0
"2180 Gävle","totalt ålder","män",45552.5,45723.5,46036.0,46460.5,46860.5,47151.5,47480.5,47956.5,48477.0,48912.5,49356.0
"2180 Gävle","totalt ålder","kvinnor",46758.0,46825.0,47059.0,47470.0,47843.0,48090.0,48318.5,48746.5,49298.0,49683.0,49976.5
"2181 Sandviken","totalt ålder","män",18542.0,18548.0,18591.5,18633.0,18631.5,18631.5,18671.0,18739.0,18930.5,19229.0,19568.0
"2181 Sandviken","totalt ålder","kvinnor",18177.0,18228.0,18250.0,18295.5,18315.5,18324.0,18371.0,18430.5,18611.0,18844.5,19063.5
"2182 Söderhamn","totalt ålder","män",13169.5,13100.0,13045.5,12958.0,12897.5,12804.0,12691.0,12724.5,12813.0,12920.0,13062.0
"2182 Söderhamn","totalt ålder","kvinnor",13212.0,13088.5,13008.0,12915.0,12805.5,12686.5,12587.5,12608.0,12636.0,12700.5,12826.5
"2183 Bollnäs","totalt ålder","män",12992.0,12998.5,13007.0,13026.0,13043.0,13040.0,13024.5,13000.5,13081.0,13257.0,13450.5
"2183 Bollnäs","totalt ålder","kvinnor",13265.5,13249.0,13196.0,13156.0,13168.5,13180.5,13151.0,13149.0,13186.5,13237.0,13311.0
"2184 Hudiksvall","totalt ålder","män",18308.5,18297.0,18306.0,18287.0,18273.5,18280.0,18312.5,18357.0,18377.5,18416.5,18575.5
"2184 Hudiksvall","totalt ålder","kvinnor",18671.5,18644.5,18610.0,18589.5,18575.0,18536.5,18490.0,18468.0,18499.0,18533.0,18561.5
"2260 Ånge","totalt ålder","män",5382.0,5329.5,5275.5,5217.5,5156.5,5083.5,4983.0,4922.0,4907.0,4896.0,4907.0
"2260 Ånge","totalt ålder","kvinnor",5266.0,5193.5,5107.0,5018.0,4944.0,4862.5,4756.0,4671.5,4609.0,4592.5,4587.0
"2262 Timrå","totalt ålder","män",8995.0,9039.0,9073.0,9068.5,9071.5,9104.5,9118.0,9138.5,9156.0,9140.0,9134.5
"2262 Timrå","totalt ålder","kvinnor",8813.5,8838.0,8859.0,8872.5,8874.5,8903.5,8893.5,8891.0,8887.5,8866.0,8855.0
"2280 Härnösand","totalt ålder","män",12376.5,12320.5,12217.0,12129.5,12107.0,12095.5,12032.0,12036.5,12185.5,12394.0,12559.0
"2280 Härnösand","totalt ålder","kvinnor",12777.0,12680.5,12602.0,12566.0,12536.0,12480.5,12437.5,12417.0,12446.5,12516.5,12608.5
"2281 Sundsvall","totalt ålder","män",46865.0,46948.0,46996.5,47226.5,47455.5,47645.0,47974.0,48233.5,48419.5,48660.5,48982.0
"2281 Sundsvall","totalt ålder","kvinnor",47415.0,47597.5,47768.5,48017.5,48177.0,48277.5,48426.0,48599.0,48738.5,48825.0,48997.0
"2282 Kramfors","totalt ålder","män",10000.5,9909.5,9841.0,9759.0,9627.5,9520.0,9434.0,9381.5,9389.5,9398.5,9503.0
"2282 Kramfors","totalt ålder","kvinnor",9961.0,9830.0,9727.0,9584.5,9435.0,9306.5,9195.0,9101.5,9053.0,8998.5,9017.0
"2283 Sollefteå","totalt ålder","män",10362.0,10304.0,10246.5,10234.5,10201.5,10099.5,9968.0,9878.5,9918.0,9975.5,10003.0
"2283 Sollefteå","totalt ålder","kvinnor",10550.5,10460.0,10362.0,10255.5,10147.0,10010.0,9882.0,9801.0,9781.5,9804.0,9811.5
"2284 Örnsköldsvik","totalt ålder","män",27586.5,27681.5,27698.5,27650.0,27575.0,27540.5,27546.5,27592.5,27704.5,27890.0,28126.5
"2284 Örnsköldsvik","totalt ålder","kvinnor",27506.5,27582.0,27637.0,27607.5,27525.5,27461.0,27422.5,27404.5,27412.5,27522.0,27643.5
"2303 Ragunda","totalt ålder","män",2916.5,2904.0,2874.0,2842.0,2825.5,2807.0,2784.0,2770.5,2769.0,2772.0,2775.0
"2303 Ragunda","totalt ålder","kvinnor",2884.5,2872.5,2840.0,2803.0,2774.0,2738.5,2699.5,2691.5,2680.0,2641.5,2626.0
"2305 Bräcke","totalt ålder","män",3710.0,3704.5,3656.5,3598.0,3582.5,3569.5,3521.0,3463.0,3399.5,3383.5,3403.0
"2305 Bräcke","totalt ålder","kvinnor",3487.0,3451.0,3402.5,3339.0,3292.5,3248.0,3181.5,3144.0,3111.5,3075.5,3070.5
"2309 Krokom","totalt ålder","män",7253.0,7296.5,7313.5,7360.5,7409.5,7435.5,7444.0,7472.0,7513.0,7565.0,7639.5
"2309 Krokom","totalt ålder","kvinnor",6947.0,6990.5,7000.5,7031.5,7088.0,7111.5,7130.5,7144.5,7132.5,7151.5,7174.5
"2313 Strömsund","totalt ålder","män",6562.5,6487.5,6433.5,6358.5,6285.0,6260.0,6255.5,6212.0,6155.5,6110.5,6119.5
"2313 Strömsund","totalt ålder","kvinnor",6294.0,6243.0,6172.0,6050.5,5950.5,5918.0,5899.0,5849.0,5773.0,5682.0,5641.0
"2321 Åre","totalt ålder","män",5112.0,5162.5,5227.0,5262.5,5257.5,5242.5,5279.5,5346.0,5396.5,5474.5,5647.5
"2321 Åre","totalt ålder","kvinnor",4881.5,4911.5,4966.0,5006.0,5018.5,5024.0,5053.0,5067.0,5091.0,5141.5,5235.0
"2326 Berg","totalt ålder","män",3932.5,3906.5,3883.5,3850.5,3798.0,3779.0,3756.0,3712.0,3681.0,3654.5,3668.0
"2326 Berg","totalt ålder","kvinnor",3711.5,3682.5,3676.0,3639.5,3601.5,3569.5,3524.0,3475.5,3432.5,3395.0,3388.5
"2361 Härjedalen","totalt ålder","män",5509.0,5457.5,5448.5,5423.0,5371.0,5324.5,5296.0,5300.0,5320.5,5337.0,5340.0
"2361 Härjedalen","totalt ålder","kvinnor",5317.5,5274.0,5223.5,5192.0,5148.5,5073.0,4997.5,4963.5,4932.0,4906.0,4891.0
"2380 Östersund","totalt ålder","män",28396.0,28443.5,28531.5,28669.5,28812.0,28883.0,28880.5,29053.0,29347.5,29641.5,29997.5
"2380 Östersund","totalt ålder","kvinnor",30109.5,30191.0,30268.5,30355.5,30464.0,30511.5,30548.5,30667.5,30878.0,31139.0,31408.0
"2401 Nordmaling","totalt ålder","män",3757.0,3745.0,3717.5,3679.0,3644.5,3611.5,3597.0,3596.0,3614.0,3639.5,3656.5
"2401 Nordmaling","totalt ålder","kvinnor",3691.0,3663.0,3615.5,3561.5,3507.0,3461.5,3446.5,3426.5,3431.5,3433.0,3439.5
"2403 Bjurholm","totalt ålder","män",1304.0,1304.0,1301.5,1298.5,1288.0,1263.5,1253.0,1254.5,1257.5,1263.0,1267.0
"2403 Bjurholm","totalt ålder","kvinnor",1243.0,1241.0,1231.0,1209.5,1192.0,1182.0,1173.0,1174.0,1186.0,1189.0,1186.5
"2404 Vindeln","totalt ålder","män",2853.5,2817.0,2790.0,2764.0,2752.5,2746.5,2716.5,2695.5,2713.5,2721.0,2725.0
"2404 Vindeln","totalt ålder","kvinnor",2855.0,2835.5,2836.5,2802.0,2760.5,2724.0,2680.0,2656.0,2650.0,2656.0,2667.0
"2409 Robertsfors","totalt ålder","män",3566.0,3534.5,3519.5,3519.5,3502.0,3473.5,3459.5,3464.0,3466.5,3467.0,3480.5
"2409 Robertsfors","totalt ålder","kvinnor",3465.0,3418.0,3385.0,3370.5,3353.5,3323.0,3280.0,3263.5,3264.5,3280.5,3297.0
"2417 Norsjö","totalt ålder","män",2264.0,2241.0,2221.5,2218.0,2208.5,2177.5,2150.0,2143.5,2156.5,2166.0,2152.5
"2417 Norsjö","totalt ålder","kvinnor",2187.5,2167.5,2150.0,2144.0,2124.0,2093.0,2054.5,2030.0,2021.0,2012.0,1998.0
"2418 Malå","totalt ålder","män",1713.0,1688.5,1688.5,1669.0,1637.5,1623.5,1604.5,1585.5,1569.5,1566.5,1573.0
"2418 Malå","totalt ålder","kvinnor",1671.5,1654.5,1665.0,1663.0,1647.0,1628.5,1608.5,1590.0,1565.5,1545.5,1531.5
"2421 Storuman","totalt ålder","män",3311.5,3273.5,3241.0,3211.5,3161.5,3097.0,3070.0,3049.0,3020.5,3012.0,3006.5
"2421 Storuman","totalt ålder","kvinnor",3158.0,3134.0,3102.5,3054.0,3012.0,2976.0,2946.0,2931.0,2934.0,2937.0,2914.5
"2422 Sorsele","totalt ålder","män",1490.0,1468.5,1441.0,1429.0,1432.5,1429.5,1412.0,1376.0,1365.5,1356.0,1349.0
"2422 Sorsele","totalt ålder","kvinnor",1396.0,1370.5,1331.0,1309.0,1307.0,1303.0,1289.0,1258.0,1214.5,1184.5,1176.5
"2425 Dorotea","totalt ålder","män",1579.5,1561.0,1522.0,1501.0,1498.0,1499.0,1488.5,1455.5,1446.5,1450.5,1435.0
"2425 Dorotea","totalt ålder","kvinnor",1496.0,1470.0,1431.5,1406.0,1391.0,1371.0,1339.5,1320.0,1310.5,1298.0,1294.5
"2460 Vännäs","totalt ålder","män",4187.5,4175.0,4173.0,4186.0,4199.0,4223.5,4263.5,4327.0,4374.5,4385.5,4408.5
"2460 Vännäs","totalt ålder","kvinnor",4236.5,4218.5,4181.0,4171.0,4186.5,4216.0,4230.0,4225.5,4225.0,4219.0,4235.5
"2462 Vilhelmina","totalt ålder","män",3736.5,3715.5,3701.5,3678.5,3649.5,3619.0,3569.0,3532.0,3507.0,3489.5,3484.0
"2462 Vilhelmina","totalt ålder","kvinnor",3567.0,3534.5,3518.5,3509.5,3496.0,3472.5,3425.5,3382.0,3360.5,3349.0,3333.0
"2463 Åsele","totalt ålder","män",1662.0,1655.0,1648.0,1621.5,1593.5,1565.5,1540.5,1510.5,1481.0,1466.5,1484.5
